"affy_hg_u133a_2"	"entrezgene"
"210460_s_at"	5710
"200882_s_at"	5710
"210459_at"	5710
"208365_s_at"	2868
"210600_s_at"	2868
"204682_at"	4053
"218829_s_at"	55636
"220619_at"	55636
"203612_at"	705
"212988_x_at"	71
"221607_x_at"	71
"201550_x_at"	71
"212363_x_at"	71
"213214_x_at"	71
"211970_x_at"	71
"211995_x_at"	71
"211983_x_at"	71
"218974_at"	55084
"220158_at"	56891
"210753_s_at"	2047
"211898_s_at"	2047
"216881_x_at"	5545
"220411_x_at"	79883
"218909_at"	26750
"201544_x_at"	100529063
"203140_at"	604
"215990_s_at"	604
"219408_at"	54496
"205739_x_at"	51427
"203474_at"	10788
"204201_s_at"	5783
"219067_s_at"	54780
"211376_s_at"	54780
"209347_s_at"	4094
"206363_at"	4094
"209348_s_at"	4094
"201544_x_at"	8106
"201545_s_at"	8106
"213046_at"	8106
"206445_s_at"	3276
"213847_at"	5630
"216498_at"	NA
"210597_x_at"	5542
"207752_x_at"	5542
"211531_x_at"	5542
"207401_at"	5629
"219371_s_at"	10365
"209840_s_at"	54674
"209841_s_at"	54674
"207116_s_at"	26330
"207182_at"	2559
"216021_s_at"	8001
"210661_at"	8001
"207928_s_at"	8001
"218875_s_at"	26271
"203184_at"	2201
"215717_s_at"	2201
"212922_s_at"	56950
"205016_at"	7039
"205015_s_at"	7039
"211258_s_at"	7039
"204122_at"	7305
"201892_s_at"	3615
"214510_at"	2843
"207933_at"	7783
"206138_s_at"	5298
"206139_at"	5298
"210417_s_at"	5298
"205161_s_at"	8800
"205160_at"	8800
"205901_at"	5368
"202693_s_at"	9263
"202695_s_at"	9263
"202694_at"	9263
"209695_at"	11156
"206574_s_at"	11156
"222219_s_at"	79816
"208195_at"	7273
"206207_at"	1178
"218149_s_at"	55893
"221123_x_at"	55893
"221337_s_at"	11086
"206353_at"	1339
"205503_at"	5784
"206678_at"	2554
"207727_s_at"	4595
"203222_s_at"	7088
"203221_at"	7088
"203220_s_at"	7088
"222101_s_at"	8642
"218892_at"	8642
"218675_at"	51310
"210173_at"	5795
"202840_at"	8148
"221056_x_at"	58513
"222112_at"	58513
"222113_s_at"	58513
"215133_s_at"	285596
"214945_at"	285596
"211166_at"	285596
"207828_s_at"	1063
"209172_s_at"	1063
"207331_at"	1063
"205639_at"	313
"202464_s_at"	5209
"208221_s_at"	6585
"213601_at"	6585
"202964_s_at"	5993
"202963_at"	5993
"209445_x_at"	55744
"206497_at"	55744
"213937_s_at"	24140
"205324_s_at"	24140
"210261_at"	3776
"222216_s_at"	63875
"202475_at"	10430
"204080_at"	114034
"205003_at"	9732
"219346_at"	79414
"210597_x_at"	653247
"207752_x_at"	653247
"211531_x_at"	653247
"207671_s_at"	7439
"207575_at"	55889
"207575_at"	342096
"221123_x_at"	157574
"205268_s_at"	119
"206807_s_at"	119
"205614_x_at"	4485
"216320_x_at"	4485
"205489_at"	1428
"217894_at"	51133
"205486_at"	10420
"201700_at"	896
"202707_at"	7372
"202706_s_at"	7372
"215165_x_at"	7372
"220291_at"	54857
"218528_s_at"	152006
"214433_s_at"	8991
"211774_s_at"	25974
"209469_at"	2823
"209470_s_at"	2823
"204954_s_at"	9149
"217270_s_at"	9149
"91952_at"	90379
"221851_at"	90379
"221849_s_at"	90379
"208680_at"	5052
"218694_at"	51309
"204649_at"	10024
"205743_at"	6769
"221551_x_at"	27090
"220937_s_at"	27090
"201900_s_at"	10327
"219609_at"	79446
"202244_at"	5692
"202243_s_at"	5692
"202389_s_at"	3064
"202390_s_at"	3064
"217204_at"	54516
"202128_at"	9870
"221855_at"	644096
"44669_at"	644096
"205585_at"	2120
"207706_at"	7399
"217850_at"	26354
"217850_at"	100113381
"209587_at"	5307
"208502_s_at"	5307
"209350_s_at"	2874
"213757_at"	2874
"215921_at"	NA
"215123_at"	NA
"217641_at"	64582
"211659_at"	64582
"214503_x_at"	64582
"215049_x_at"	9332
"203645_s_at"	9332
"216233_at"	9332
"206849_at"	2566
"207204_at"	25794
"207286_at"	9662
"206003_at"	9662
"215239_x_at"	10793
"221241_s_at"	79370
"218110_at"	56949
"210675_s_at"	5801
"206084_at"	5801
"206967_at"	904
"203078_at"	8453
"203079_s_at"	8453
"204098_at"	51634
"204097_s_at"	51634
"220375_s_at"	100996485
"218446_s_at"	201158
"201970_s_at"	4678
"201969_at"	4678
"218640_s_at"	79666
"209651_at"	7041
"207981_s_at"	2104
"209966_x_at"	2104
"210024_s_at"	10477
"201916_s_at"	11231
"201915_at"	11231
"201914_s_at"	11231
"213043_s_at"	9862
"221800_s_at"	80233
"220795_s_at"	57596
"214749_s_at"	54470
"211729_x_at"	644
"203771_s_at"	644
"203773_x_at"	644
"212153_at"	23126
"215281_x_at"	23126
"219078_at"	55105
"206321_at"	5989
"222012_at"	5989
"212820_at"	23312
"215761_at"	23312
"221154_at"	283116
"220428_at"	50489
"214762_at"	534
"205884_at"	3676
"205885_s_at"	3676
"220443_s_at"	25806
"209973_at"	4795
"214764_at"	51018
"219037_at"	51018
"218447_at"	56942
"208796_s_at"	900
"209065_at"	7381
"209066_x_at"	7381
"205849_s_at"	7381
"206795_at"	2151
"210058_at"	5603
"210059_s_at"	5603
"205473_at"	525
"203989_x_at"	2149
"209909_s_at"	7042
"209908_s_at"	7042
"220407_s_at"	7042
"207117_at"	51351
"209391_at"	8818
"217877_s_at"	60313
"201125_s_at"	3693
"201124_at"	3693
"207191_s_at"	3671
"203262_s_at"	9130
"203378_at"	51585
"206429_at"	2150
"213506_at"	2150
"214475_x_at"	825
"211890_x_at"	825
"210944_s_at"	825
"220214_at"	7762
"219843_at"	3652
"217868_s_at"	51108
"220435_at"	55532
"209208_at"	9526
"217796_s_at"	55666
"219133_at"	54995
"211623_s_at"	2091
"202888_s_at"	290
"212729_at"	1741
"212727_at"	1741
"212728_at"	1741
"207732_s_at"	1741
"205807_s_at"	7286
"209059_s_at"	8721
"209058_at"	8721
"200841_s_at"	2058
"200842_s_at"	2058
"200843_s_at"	2058
"215660_s_at"	23139
"211593_s_at"	23139
"215903_s_at"	23139
"206975_at"	4049
"222062_at"	9466
"205926_at"	9466
"220497_at"	7761
"205984_at"	1393
"206282_at"	4760
"219683_at"	7976
"220999_s_at"	26999
"215785_s_at"	26999
"214211_at"	2495
"200748_s_at"	2495
"221006_s_at"	81609
"221498_at"	81609
"212083_at"	113419
"212084_at"	113419
"209560_s_at"	8788
"219932_at"	28965
"211382_s_at"	10579
"202289_s_at"	10579
"212400_at"	399665
"211580_s_at"	8503
"202743_at"	8503
"217521_at"	3034
"206643_at"	3034
"209114_at"	10103
"217487_x_at"	2346
"215363_x_at"	2346
"205860_x_at"	2346
"217487_x_at"	219595
"215363_x_at"	219595
"205860_x_at"	219595
"204413_at"	7186
"212738_at"	84986
"37577_at"	84986
"206817_x_at"	11189
"215045_at"	11189
"218231_at"	55577
"218147_s_at"	55830
"218146_at"	55830
"217900_at"	55699
"202506_at"	6744
"220334_at"	26575
"217204_at"	26575
"215560_x_at"	26575
"206083_at"	575
"211223_at"	5626
"210060_at"	5148
"203476_at"	7162
"207208_at"	27288
"220441_at"	79962
"217288_at"	79962
"211166_at"	NA
"217944_at"	55624
"221797_at"	339229
"50374_at"	339229
"221259_s_at"	56159
"209367_at"	6813
"211594_s_at"	65005
"209609_s_at"	65005
"207139_at"	495
"207168_s_at"	9555
"214501_s_at"	9555
"214500_at"	9555
"202373_s_at"	6791
"202374_s_at"	6791
"202372_at"	6791
"216057_at"	6791
"202373_s_at"	25782
"202374_s_at"	25782
"202372_at"	25782
"216057_at"	25782
"210380_s_at"	8913
"207869_s_at"	8913
"211315_s_at"	8913
"211802_x_at"	8913
"211314_at"	8913
"208279_s_at"	374286
"222075_s_at"	51686
"213863_s_at"	51686
"221844_x_at"	60559
"218817_at"	60559
"218563_at"	4696
"218601_at"	55665
"210880_s_at"	10278
"204400_at"	10278
"207113_s_at"	7124
"206420_at"	10261
"208042_at"	55109
"218534_s_at"	55109
"209174_s_at"	54870
"204558_at"	8438
"211359_s_at"	4988
"207994_s_at"	4988
"207989_at"	4988
"200090_at"	2339
"209471_s_at"	2339
"207339_s_at"	4050
"221047_s_at"	4139
"219555_s_at"	55839
"222118_at"	55839
"214247_s_at"	27122
"202196_s_at"	27122
"212885_at"	10199
"209632_at"	5523
"209633_at"	5523
"207749_s_at"	5523
"208396_s_at"	5136
"209946_at"	7424
"221701_s_at"	64220
"201932_at"	10489
"215765_at"	10489
"200965_s_at"	3983
"210461_s_at"	3983
"218546_at"	79762
"221053_s_at"	11022
"221052_at"	11022
"203851_at"	3489
"221636_s_at"	54996
"219527_at"	54996
"202233_s_at"	7388
"202233_s_at"	440567
"209195_s_at"	112
"216743_at"	112
"218865_at"	64757
"210428_s_at"	9146
"214438_at"	3142
"221781_s_at"	54431
"221782_at"	54431
"204231_s_at"	2166
"202605_at"	2990
"213304_at"	23116
"221563_at"	11221
"215501_s_at"	11221
"218324_s_at"	65244
"213261_at"	9881
"221868_at"	400961
"220283_at"	79802
"206419_at"	6097
"218288_s_at"	60492
"218170_at"	51015
"219502_at"	55247
"218687_s_at"	56667
"202390_s_at"	345222
"203698_s_at"	2487
"203697_at"	2487
"207158_at"	339
"209967_s_at"	1390
"214508_x_at"	1390
"207630_s_at"	1390
"210171_s_at"	1390
"210677_at"	8435
"212332_at"	5934
"212331_at"	5934
"219196_at"	29106
"206613_s_at"	9015
"222080_s_at"	NA
"222081_at"	NA
"200872_at"	6281
"200660_at"	6282
"206308_at"	1787
"214574_x_at"	7940
"210629_x_at"	7940
"214181_x_at"	7940
"215633_x_at"	7940
"211582_x_at"	7940
"211581_x_at"	7940
"207738_s_at"	10787
"213780_at"	7062
"203824_at"	7103
"209467_s_at"	8569
"221063_x_at"	63891
"208771_s_at"	4048
"211051_s_at"	2137
"209202_s_at"	2137
"204341_at"	10626
"213069_at"	57493
"212822_at"	57493
"204513_s_at"	9844
"34697_at"	4040
"205606_at"	4040
"215704_at"	2312
"213775_x_at"	27332
"211257_x_at"	27332
"213775_x_at"	100507113
"211257_x_at"	100507113
"210090_at"	23237
"212305_s_at"	375056
"212310_at"	375056
"216816_at"	NA
"220090_at"	49860
"220620_at"	54544
"218996_at"	29844
"204644_at"	10495
"32042_at"	10495
"204643_s_at"	10495
"202399_s_at"	10239
"202398_at"	10239
"213215_at"	10239
"202399_s_at"	100526783
"202398_at"	100526783
"213215_at"	100526783
"207710_at"	26239
"219889_at"	10023
"219769_at"	3619
"219483_s_at"	64840
"204218_at"	25906
"216064_s_at"	175
"204333_s_at"	175
"204332_s_at"	175
"217087_at"	100129271
"215767_at"	91752
"209637_s_at"	6002
"209639_s_at"	6002
"214361_s_at"	6002
"205823_at"	6002
"214362_at"	6002
"220199_s_at"	64853
"209864_at"	23401
"212358_at"	25999
"201778_s_at"	9813
"201775_s_at"	9813
"201776_s_at"	9813
"201777_s_at"	9813
"206406_at"	4184
"202407_s_at"	26121
"202408_s_at"	26121
"202909_at"	9852
"220971_at"	64806
"203931_s_at"	6182
"214599_at"	3713
"203240_at"	8857
"214549_x_at"	6698
"213796_at"	6698
"203931_s_at"	NA
"218275_at"	NA
"218990_s_at"	6707
"205064_at"	6699
"214775_at"	23138
"221490_at"	51271
"46270_at"	51271
"208539_x_at"	6703
"208539_x_at"	6700
"217525_at"	283298
"219874_at"	84561
"208539_x_at"	6701
"218196_at"	28962
"210795_s_at"	NA
"218275_at"	1468
"203931_s_at"	1468
"210096_at"	1580
"207720_at"	4014
"203623_at"	55558
"216913_s_at"	23223
"216360_x_at"	23223
"220944_at"	57115
"209709_s_at"	3161
"207165_at"	3161
"203535_at"	6280
"205863_at"	6283
"216234_s_at"	5566
"202801_at"	5566
"218262_at"	64777
"213297_at"	64777
"210166_at"	7100
"208040_s_at"	4607
"202917_s_at"	6279
"217968_at"	7260
"210038_at"	5588
"210039_s_at"	5588
"205916_at"	338324
"210565_at"	2642
"201595_s_at"	55854
"201593_s_at"	55854
"217319_x_at"	1579
"211231_x_at"	1579
"207407_x_at"	1579
"205916_at"	6278
"220053_at"	9573
"203941_at"	55756
"213880_at"	8549
"210393_at"	8549
"217728_at"	6277
"219389_at"	55061
"207763_at"	6276
"210709_at"	NA
"220553_s_at"	55015
"217927_at"	28972
"203186_s_at"	6275
"204723_at"	55800
"204722_at"	55800
"206027_at"	6274
"207771_at"	6524
"218742_at"	64428
"212499_s_at"	51077
"219927_at"	51077
"65521_at"	51619
"218837_s_at"	51619
"204268_at"	6273
"204655_at"	6352
"1405_i_at"	6352
"217319_x_at"	284541
"207407_x_at"	284541
"204634_at"	6787
"202351_at"	3685
"202520_s_at"	4292
"218677_at"	57402
"219630_at"	10158
"214536_at"	57152
"202598_at"	6284
"207154_at"	1735
"36888_at"	23354
"213054_at"	23354
"213053_at"	23354
"219363_s_at"	51001
"216925_s_at"	6886
"206283_s_at"	6886
"205334_at"	6271
"208683_at"	824
"214888_at"	824
"214468_at"	4624
"204737_s_at"	4624
"202894_at"	2050
"216680_s_at"	2050
"213228_at"	8622
"213271_s_at"	23033
"40612_at"	23033
"213267_at"	23033
"209927_s_at"	26097
"202559_x_at"	26097
"202560_s_at"	26097
"218017_s_at"	138050
"206331_at"	10203
"210815_s_at"	10203
"221139_s_at"	51380
"205339_at"	6491
"212841_s_at"	8495
"203120_at"	7159
"203122_at"	51112
"219701_at"	29767
"214083_at"	5527
"201877_s_at"	5527
"213305_s_at"	5527
"216265_x_at"	4625
"204737_s_at"	4625
"219523_s_at"	55714
"210664_s_at"	7035
"209676_at"	7035
"213258_at"	7035
"210665_at"	7035
"217870_s_at"	51727
"220236_at"	55066
"200052_s_at"	3608
"221217_s_at"	54715
"217846_at"	5859
"201854_s_at"	23300
"201855_s_at"	23300
"220570_at"	56729
"218003_s_at"	2287
"220621_at"	2301
"212473_s_at"	9645
"206275_s_at"	9645
"212472_at"	9645
"207653_at"	2306
"204327_s_at"	7753
"204329_s_at"	7753
"202271_at"	23219
"202272_s_at"	23219
"207443_at"	7101
"205451_at"	4303
"207431_s_at"	8560
"209250_at"	8560
"201571_s_at"	1635
"210137_s_at"	1635
"201572_x_at"	1635
"219483_s_at"	10682
"202735_at"	10682
"213787_s_at"	10682
"220800_s_at"	29766
"201252_at"	5704
"214735_at"	26034
"206122_at"	6665
"219251_s_at"	55112
"204648_at"	4881
"32625_at"	4881
"215913_s_at"	51454
"204237_at"	51454
"204235_s_at"	51454
"203172_at"	9513
"35265_at"	9513
"220686_s_at"	55124
"217761_at"	55256
"215002_at"	23117
"215123_at"	23117
"211996_s_at"	23117
"215002_at"	440345
"215123_at"	440345
"215002_at"	728888
"215123_at"	728888
"203584_at"	9694
"206371_at"	2352
"219695_at"	55512
"220298_s_at"	54558
"220299_at"	54558
"204608_at"	435
"220945_x_at"	54682
"217548_at"	348110
"218497_s_at"	246243
"218496_at"	246243
"220545_s_at"	60385
"220544_at"	60385
"201852_x_at"	1281
"215076_s_at"	1281
"211161_s_at"	1281
"215218_s_at"	284403
"206276_at"	8581
"207877_s_at"	4931
"212787_at"	56252
"214659_x_at"	56252
"214713_at"	56252
"213542_at"	374655
"39891_at"	374655
"201597_at"	1347
"210763_x_at"	259197
"211583_x_at"	259197
"211010_s_at"	259197
"204437_s_at"	2348
"207910_at"	10648
"208000_at"	2765
"202809_s_at"	65123
"205979_at"	4246
"219670_at"	79656
"206062_at"	2978
"1255_g_at"	2978
"206799_at"	10647
"218083_at"	80142
"221730_at"	1290
"221729_at"	1290
"220871_at"	NA
"213545_x_at"	8724
"200067_x_at"	8724
"210648_x_at"	8724
"219154_at"	144404
"218728_s_at"	29097
"206378_at"	4250
"214610_at"	1584
"213133_s_at"	2653
"213129_s_at"	2653
"213133_s_at"	101060817
"213129_s_at"	101060817
"206760_s_at"	2208
"206759_at"	2208
"206051_at"	1996
"219150_s_at"	11033
"90265_at"	11033
"201433_s_at"	9791
"212523_s_at"	23514
"213003_s_at"	23514
"212523_s_at"	100996383
"213003_s_at"	100996383
"34726_at"	784
"209530_at"	784
"202809_s_at"	11000
"222217_s_at"	11000
"218107_at"	80232
"213065_at"	196441
"217858_s_at"	51566
"215451_s_at"	4299
"211826_s_at"	4299
"201924_at"	4299
"210888_s_at"	3697
"218080_x_at"	11124
"218775_s_at"	53842
"218775_s_at"	80014
"205011_at"	4013
"210102_at"	4013
"214841_at"	149111
"218373_at"	64400
"202860_at"	9909
"217987_at"	54529
"204159_at"	1031
"211792_s_at"	1031
"208924_at"	26994
"204116_at"	3561
"210046_s_at"	3418
"210045_at"	3418
"203319_s_at"	7707
"203318_s_at"	7707
"209901_x_at"	199
"213095_x_at"	199
"215051_x_at"	199
"207823_s_at"	199
"218609_s_at"	318
"205946_at"	7434
"205947_s_at"	7434
"211598_x_at"	7434
"218857_s_at"	80150
"208497_x_at"	4762
"202556_s_at"	10445
"209104_s_at"	55651
"207027_at"	3083
"219061_s_at"	8270
"221746_at"	8266
"213941_x_at"	6201
"200082_s_at"	6201
"214630_at"	1585
"217778_at"	27173
"220371_s_at"	56996
"220250_at"	57335
"210652_s_at"	22996
"215562_at"	22996
"217101_at"	22996
"219269_at"	79618
"202145_at"	4061
"220631_at"	64172
"207695_s_at"	3547
"200883_at"	7385
"212600_s_at"	7385
"219045_at"	54509
"215689_s_at"	6462
"217743_s_at"	55754
"221904_at"	131408
"204829_s_at"	2350
"220534_at"	79097
"201795_at"	3930
"211342_x_at"	9968
"203506_s_at"	9968
"216071_x_at"	9968
"217887_s_at"	2060
"217886_at"	2060
"220644_at"	NA
"204885_s_at"	10232
"210927_x_at"	10899
"210434_x_at"	10899
"200048_s_at"	10899
"219064_at"	80760
"217820_s_at"	55740
"207278_s_at"	30835
"207277_at"	30835
"213153_at"	23067
"204928_s_at"	8273
"202252_at"	5872
"207343_at"	57151
"201273_s_at"	6726
"213677_s_at"	5378
"217993_s_at"	27430
"202017_at"	2052
"200741_s_at"	6232
"206500_s_at"	55320
"202699_s_at"	9725
"202700_s_at"	9725
"215583_at"	9725
"214833_at"	9725
"207121_s_at"	5597
"201598_s_at"	3636
"205740_s_at"	79171
"214201_x_at"	7916
"208132_x_at"	7916
"212081_x_at"	7916
"219873_at"	78989
"209434_s_at"	5471
"209433_s_at"	5471
"207145_at"	2660
"206268_at"	10637
"206268_at"	NA
"201277_s_at"	3182
"221320_at"	10017
"207354_at"	6360
"210041_s_at"	5238
"221788_at"	5238
"212154_at"	6383
"212158_at"	6383
"212157_at"	6383
"212652_s_at"	8723
"205329_s_at"	8723
"200886_s_at"	5223
"204131_s_at"	2309
"210655_s_at"	2309
"204132_s_at"	2309
"217399_s_at"	2309
"203711_s_at"	26275
"213374_x_at"	26275
"206012_at"	7044
"204608_at"	NA
"203899_s_at"	NA
"211871_x_at"	10681
"204000_at"	10681
"207124_s_at"	10681
"206024_at"	3242
"216311_at"	728361
"203899_s_at"	27297
"203898_at"	27297
"208521_at"	10798
"215210_s_at"	1743
"38043_at"	60343
"209405_s_at"	60343
"208755_x_at"	3020
"213828_x_at"	3020
"211940_x_at"	3020
"200080_s_at"	3020
"208755_x_at"	3021
"213828_x_at"	3021
"211940_x_at"	3021
"200080_s_at"	3021
"217559_at"	140801
"212955_s_at"	5438
"216364_s_at"	2334
"210957_s_at"	2334
"206105_at"	2334
"205725_at"	7356
"202324_s_at"	64746
"202323_s_at"	64746
"202794_at"	3628
"218660_at"	8291
"221187_s_at"	80199
"218055_s_at"	55255
"214899_at"	163131
"215570_s_at"	163131
"201186_at"	4043
"219858_s_at"	54842
"211928_at"	1778
"205392_s_at"	6358
"210390_s_at"	6358
"208454_s_at"	10404
"203501_at"	10404
"203256_at"	1001
"204480_s_at"	79095
"41047_at"	79095
"222165_x_at"	79095
"213499_at"	1181
"201094_at"	6235
"220016_at"	79026
"211986_at"	79026
"218047_at"	114883
"208644_at"	142
"201013_s_at"	10606
"201014_s_at"	10606
"214664_at"	10606
"206750_at"	NA
"220384_at"	51314
"203250_at"	22828
"208047_s_at"	4664
"211139_s_at"	4664
"209272_at"	4664
"206128_at"	152
"203973_s_at"	1052
"216194_s_at"	1155
"201804_x_at"	1155
"211759_x_at"	1155
"213925_at"	375057
"219941_at"	NA
"215570_s_at"	284323
"218499_at"	51765
"201440_at"	9416
"40465_at"	9416
"219941_at"	55266
"203723_at"	3707
"201000_at"	16
"201492_s_at"	100652902
"203157_s_at"	2744
"203158_s_at"	2744
"203159_at"	2744
"221510_s_at"	2744
"211414_at"	2744
"206773_at"	4062
"218304_s_at"	114885
"220125_at"	27019
"219920_s_at"	386724
"212439_at"	386724
"209129_at"	7205
"205516_x_at"	25792
"211358_s_at"	25792
"213977_s_at"	25792
"213976_at"	25792
"201377_at"	9898
"201378_s_at"	9898
"214695_at"	9898
"209947_at"	9898
"204261_s_at"	5664
"204262_s_at"	5664
"211373_s_at"	5664
"205718_at"	3695
"210543_s_at"	5591
"208694_at"	5591
"213122_at"	85453
"210390_s_at"	6359
"205392_s_at"	6359
"203885_at"	23011
"207805_s_at"	5715
"209334_s_at"	5715
"208709_s_at"	4898
"212195_at"	3572
"212196_at"	3572
"204863_s_at"	3572
"211000_s_at"	3572
"204864_s_at"	3572
"220425_x_at"	152015
"220365_at"	55821
"218929_at"	55602
"202318_s_at"	26054
"202319_at"	26054
"214790_at"	26054
"218168_s_at"	56997
"204262_s_at"	56997
"211373_s_at"	56997
"212248_at"	92140
"212250_at"	92140
"212251_at"	92140
"201145_at"	10456
"AFFX-HUMISGF3A/M97935_MB_at"	6772
"AFFX-HUMISGF3A/M97935_MA_at"	6772
"AFFX-HUMISGF3A/M97935_3_at"	6772
"AFFX-HUMISGF3A/M97935_5_at"	6772
"200887_s_at"	6772
"209969_s_at"	6772
"214609_at"	401
"200654_at"	5034
"200656_s_at"	5034
"210549_s_at"	6368
"210548_at"	6368
"205981_s_at"	3622
"213085_s_at"	23286
"216074_x_at"	23286
"218966_at"	55930
"204915_s_at"	6664
"204913_s_at"	6664
"204914_s_at"	6664
"204987_at"	3698
"205925_s_at"	5865
"205924_at"	5865
"216873_s_at"	57198
"218346_s_at"	27244
"219920_s_at"	29925
"215510_at"	2116
"217989_at"	51170
"213555_at"	112611
"209334_s_at"	144406
"205312_at"	6688
"206118_at"	6775
"205945_at"	3570
"217489_s_at"	3570
"201167_x_at"	396
"211716_x_at"	396
"213606_s_at"	396
"201168_x_at"	396
"204051_s_at"	6424
"204052_s_at"	6424
"204058_at"	4199
"204059_s_at"	4199
"211345_x_at"	1937
"200689_x_at"	1937
"211927_x_at"	1937
"211345_x_at"	100500804
"200689_x_at"	100500804
"211927_x_at"	100500804
"221845_s_at"	81570
"219726_at"	54413
"205212_s_at"	9744
"205213_at"	9744
"208800_at"	6731
"208802_at"	6731
"208095_s_at"	6731
"208803_s_at"	6731
"208801_at"	6731
"207585_s_at"	6166
"203101_s_at"	4247
"203102_s_at"	4247
"211061_s_at"	4247
"208446_s_at"	9372
"204893_s_at"	9372
"209302_at"	5437
"219166_at"	55172
"217978_s_at"	55585
"205755_at"	3699
"200001_at"	826
"208767_s_at"	55353
"208029_s_at"	55353
"214039_s_at"	55353
"205909_at"	5427
"218375_at"	53343
"206635_at"	1141
"213797_at"	91543
"201441_at"	1340
"AFFX-HSAC07/X00351_3_at"	NA
"200801_x_at"	NA
"213867_x_at"	NA
"AFFX-HSAC07/X00351_M_at"	NA
"204140_at"	8460
"217781_s_at"	64397
"218179_s_at"	60684
"203794_at"	8476
"214464_at"	8476
"213595_s_at"	8476
"215296_at"	8476
"220087_at"	53630
"212364_at"	4430
"212365_at"	4430
"215074_at"	4430
"211969_at"	3320
"214328_s_at"	3320
"210211_s_at"	3320
"211968_s_at"	3320
"218268_at"	64786
"201786_s_at"	103
"204040_at"	9781
"220908_at"	80125
"213592_at"	187
"204973_at"	2705
"205085_at"	4998
"203795_s_at"	605
"203796_s_at"	605
"216587_s_at"	8325
"201565_s_at"	3398
"213931_at"	3398
"205902_at"	3782
"205903_s_at"	3782
"206362_x_at"	4294
"209924_at"	6362
"32128_at"	6362
"209924_at"	101060271
"32128_at"	101060271
"204311_at"	482
"203515_s_at"	10654
"219334_s_at"	64859
"202519_at"	22877
"211789_s_at"	22877
"213474_at"	27342
"218310_at"	27342
"213474_at"	154881
"218310_at"	154881
"218560_s_at"	65094
"218711_s_at"	8436
"209805_at"	441194
"221206_at"	441194
"212259_s_at"	57326
"207838_x_at"	57326
"214177_s_at"	57326
"220124_at"	8139
"205406_s_at"	53340
"202350_s_at"	4147
"202350_s_at"	100506558
"201131_s_at"	999
"201130_s_at"	999
"207559_s_at"	9203
"200097_s_at"	3190
"200775_s_at"	3190
"201469_s_at"	90780
"202576_s_at"	11269
"209577_at"	5833
"208750_s_at"	375
"200065_s_at"	375
"200065_s_at"	100500810
"212704_at"	23318
"217594_at"	23318
"214624_at"	11045
"210056_at"	27289
"219063_at"	79169
"209652_s_at"	5228
"215179_x_at"	5228
"209569_x_at"	27065
"213533_at"	27065
"209570_s_at"	27065
"205891_at"	136
"220118_at"	27033
"213170_at"	2882
"217739_s_at"	NA
"220323_at"	79935
"218668_s_at"	57826
"218669_at"	57826
"201255_x_at"	7917
"213318_s_at"	7917
"210208_x_at"	7917
"220967_s_at"	79943
"219420_s_at"	65260
"205723_at"	1271
"212162_at"	57498
"212163_at"	57498
"214932_at"	57498
"214222_at"	56171
"201469_s_at"	6464
"214853_s_at"	6464
"211300_s_at"	7157
"201746_at"	7157
"218797_s_at"	51547
"218552_at"	55268
"217503_at"	9262
"205214_at"	9262
"201897_s_at"	1163
"205736_at"	5224
"211155_s_at"	7066
"211154_at"	7066
"211831_s_at"	7066
"219814_at"	55796
"204081_at"	4900
"204527_at"	4644
"207995_s_at"	10332
"210481_s_at"	10332
"222238_s_at"	27434
"205661_s_at"	80308
"212541_at"	80308
"221115_s_at"	80308
"214674_at"	10869
"221115_s_at"	55891
"200956_s_at"	6749
"200957_s_at"	6749
"219825_at"	56603
"202461_at"	8892
"201339_s_at"	6342
"211733_x_at"	6342
"205853_at"	51043
"219920_s_at"	9807
"212439_at"	9807
"219175_s_at"	54946
"203667_at"	6902
"204570_at"	1346
"215417_at"	23233
"208338_at"	5024
"218763_at"	53407
"207355_at"	6512
"210923_at"	6512
"221674_s_at"	8646
"211248_s_at"	8646
"211622_s_at"	377
"200734_s_at"	377
"200011_s_at"	377
"200075_s_at"	2987
"204264_at"	1376
"204263_s_at"	1376
"204309_at"	1583
"203197_s_at"	54987
"200795_at"	8404
"210092_at"	4116
"210093_s_at"	4116
"204970_s_at"	4097
"218343_s_at"	9330
"217906_at"	23588
"205664_at"	22944
"204189_at"	5916
"204188_s_at"	5916
"222047_s_at"	51593
"201679_at"	51593
"201680_x_at"	51593
"222046_at"	51593
"203419_at"	9757
"217075_x_at"	9757
"208319_s_at"	5935
"207025_at"	57165
"203404_at"	9823
"202275_at"	2539
"205282_at"	7804
"208433_s_at"	7804
"203142_s_at"	8546
"203141_s_at"	8546
"202148_s_at"	5831
"205114_s_at"	6348
"205114_s_at"	101060267
"213469_at"	80055
"220576_at"	80055
"222036_s_at"	4173
"212142_at"	4173
"222037_at"	4173
"212141_at"	4173
"213269_at"	57209
"203458_at"	6697
"201953_at"	10519
"208110_x_at"	81857
"215897_at"	81857
"217216_x_at"	27030
"214525_x_at"	27030
"204838_s_at"	27030
"205260_s_at"	27030
"215264_at"	2016
"209765_at"	8728
"221128_at"	8728
"221240_s_at"	79369
"205932_s_at"	4487
"219837_s_at"	54360
"204103_at"	6351
"204103_at"	101060278
"218073_s_at"	55706
"221208_s_at"	79684
"219686_at"	55351
"204953_at"	9892
"204246_s_at"	11258
"211453_s_at"	208
"203809_s_at"	208
"209403_at"	414059
"218016_s_at"	55718
